id,type,domain,title,statement,priority,phase,acceptance,sources
FR-159,Functional,"Membership, Commerce & Entitlements",Tiered entitlement service,"Resolve Gold, Platinum, Diamond and promotional entitlements server-side.",P1,Commerce,"Given an eligible user and valid starting state, when the ""Tiered entitlement service"" workflow is exercised, ChessLab shall resolve Gold, Platinum, Diamond and promotional entitlements server-side; verify that payment and entitlement transitions are idempotent, ledgered and recoverable after duplicate or delayed provider events.",S33
FR-160,Functional,"Membership, Commerce & Entitlements",Usage meters,"Track review, coach, puzzle and cloud-analysis limits with reset and grace rules.",P1,Commerce,"Given an eligible user and valid starting state, when the ""Usage meters"" workflow is exercised, ChessLab shall track review, coach, puzzle and cloud-analysis limits with reset and grace rules; verify that payment and entitlement transitions are idempotent, ledgered and recoverable after duplicate or delayed provider events.","S33,S07,S10"
FR-161,Functional,"Membership, Commerce & Entitlements",Plan comparison,"Compare tiers by benefit, limit, renewal period and platform-specific billing.",P1,Commerce,"Given an eligible user and valid starting state, when the ""Plan comparison"" workflow is exercised, ChessLab shall compare tiers by benefit, limit, renewal period and platform-specific billing; verify that payment and entitlement transitions are idempotent, ledgered and recoverable after duplicate or delayed provider events.",S33
FR-162,Functional,"Membership, Commerce & Entitlements",Trial lifecycle,"Support eligibility, reminders, conversion, cancellation and rollback.",P2,Commerce,"Given an eligible user and valid starting state, when the ""Trial lifecycle"" workflow is exercised, ChessLab shall support eligibility, reminders, conversion, cancellation and rollback; verify that payment and entitlement transitions are idempotent, ledgered and recoverable after duplicate or delayed provider events.",S33
FR-163,Functional,"Membership, Commerce & Entitlements",Upgrade proration,Calculate unused value or extended time according to payment channel.,P2,Commerce,"Given an eligible user and valid starting state, when the ""Upgrade proration"" workflow is exercised, ChessLab shall calculate unused value or extended time according to payment channel; verify that payment and entitlement transitions are idempotent, ledgered and recoverable after duplicate or delayed provider events.",S33
FR-164,Functional,"Membership, Commerce & Entitlements",Family plan,"Support one payer, up to five invited members and independent accounts.",P2,Commerce,"Given an eligible user and valid starting state, when the ""Family plan"" workflow is exercised, ChessLab shall support one payer, up to five invited members and independent accounts; verify that payment and entitlement transitions are idempotent, ledgered and recoverable after duplicate or delayed provider events.",S34
FR-165,Functional,"Membership, Commerce & Entitlements",Student verification,Apply country-specific discounts with eligibility and renewal checks.,P3,Commerce,"Given an eligible user and valid starting state, when the ""Student verification"" workflow is exercised, ChessLab shall apply country-specific discounts with eligibility and renewal checks; verify that payment and entitlement transitions are idempotent, ledgered and recoverable after duplicate or delayed provider events; the extension remains isolated from core play and is disabled until rights and operational readiness are approved.",S33
FR-166,Functional,"Membership, Commerce & Entitlements",Gift membership,"Schedule delivery, recipient resolution and redemption with fraud controls.",P3,Commerce,"Given an eligible user and valid starting state, when the ""Gift membership"" workflow is exercised, ChessLab shall schedule delivery, recipient resolution and redemption with fraud controls; verify that payment and entitlement transitions are idempotent, ledgered and recoverable after duplicate or delayed provider events; the extension remains isolated from core play and is disabled until rights and operational readiness are approved.",S33
FR-167,Functional,"Membership, Commerce & Entitlements",Billing and receipts,"Expose invoices, payment status, renewal date and support-safe identifiers.",P1,Commerce,"Given an eligible user and valid starting state, when the ""Billing and receipts"" workflow is exercised, ChessLab shall expose invoices, payment status, renewal date and support-safe identifiers; verify that payment and entitlement transitions are idempotent, ledgered and recoverable after duplicate or delayed provider events.",S33
FR-168,Functional,"Platform, Data & Operations",Authoritative chess rules service,"Validate legal moves, draw state, repetition and game termination server-side.",P0,Foundation,"Given an eligible user and valid starting state, when the ""Authoritative chess rules service"" workflow is exercised, ChessLab shall validate legal moves, draw state, repetition and game termination server-side; verify that authorization, rate limits, audit records, observability and graceful failure are verified without degrading an active game.",S37
FR-169,Functional,"Platform, Data & Operations",Real-time game service,"Maintain rooms, clocks, move ordering, reconnection and event fan-out.",P0,Scale,"Given an eligible user and valid starting state, when the ""Real-time game service"" workflow is exercised, ChessLab shall maintain rooms, clocks, move ordering, reconnection and event fan-out; verify that authorization, rate limits, audit records, observability and graceful failure are verified without degrading an active game.",S19
FR-170,Functional,"Platform, Data & Operations",Analysis job service,"Run bounded engine work asynchronously with cancellation, deduplication and versioning.",P0,Analysis,"Given an eligible user and valid starting state, when the ""Analysis job service"" workflow is exercised, ChessLab shall run bounded engine work asynchronously with cancellation, deduplication and versioning; verify that authorization, rate limits, audit records, observability and graceful failure are verified without degrading an active game.","S07,S37"
FR-171,Functional,"Platform, Data & Operations",Coach evidence pipeline,"Generate explanations only from legal state, engine output and deterministic facts.",P0,Coach,"Given an eligible user and valid starting state, when the ""Coach evidence pipeline"" workflow is exercised, ChessLab shall generate explanations only from legal state, engine output and deterministic facts; verify that authorization, rate limits, audit records, observability and graceful failure are verified without degrading an active game.",S37
FR-172,Functional,"Platform, Data & Operations",Content management,"Version lessons, puzzles, articles, translations, prerequisites and publication state.",P1,Operations,"Given an eligible user and valid starting state, when the ""Content management"" workflow is exercised, ChessLab shall version lessons, puzzles, articles, translations, prerequisites and publication state; verify that authorization, rate limits, audit records, observability and graceful failure are verified without degrading an active game.","S10,S12"
FR-173,Functional,"Platform, Data & Operations",Search platform,"Index players, games, studies, clubs, events and content with permission filters.",P1,Scale,"Given an eligible user and valid starting state, when the ""Search platform"" workflow is exercised, ChessLab shall index players, games, studies, clubs, events and content with permission filters; verify that authorization, rate limits, audit records, observability and graceful failure are verified without degrading an active game; empty, loading, no-result, permission-filtered and paginated states are covered.","S08,S20,S27"
FR-174,Functional,"Platform, Data & Operations",Object and media storage,"Store avatars, diagrams, exports and audio with scanning and lifecycle rules.",P1,Platform,"Given an eligible user and valid starting state, when the ""Object and media storage"" workflow is exercised, ChessLab shall store avatars, diagrams, exports and audio with scanning and lifecycle rules; verify that authorization, rate limits, audit records, observability and graceful failure are verified without degrading an active game.",S29
FR-175,Functional,"Platform, Data & Operations",Public API,Expose documented read-only public data with rate limits and privacy exclusions.,P2,Platform,"Given an eligible user and valid starting state, when the ""Public API"" workflow is exercised, ChessLab shall expose documented read-only public data with rate limits and privacy exclusions; verify that authorization, rate limits, audit records, observability and graceful failure are verified without degrading an active game.",S02
FR-176,Functional,"Platform, Data & Operations",Webhooks and integrations,"Publish approved game, study and event updates with signed delivery.",P3,Expansion,"Given an eligible user and valid starting state, when the ""Webhooks and integrations"" workflow is exercised, ChessLab shall publish approved game, study and event updates with signed delivery; verify that authorization, rate limits, audit records, observability and graceful failure are verified without degrading an active game; the extension remains isolated from core play and is disabled until rights and operational readiness are approved.",S02
FR-177,Functional,"Platform, Data & Operations",Experimentation system,Assign controlled UX and learning experiments with consent and guardrails.,P2,Growth,"Given an eligible user and valid starting state, when the ""Experimentation system"" workflow is exercised, ChessLab shall assign controlled UX and learning experiments with consent and guardrails; verify that authorization, rate limits, audit records, observability and graceful failure are verified without degrading an active game.",S24
FR-178,Functional,"Platform, Data & Operations",Observability,"Trace game moves, websocket health, engine jobs, coach errors and entitlement checks.",P0,Operations,"Given an eligible user and valid starting state, when the ""Observability"" workflow is exercised, ChessLab shall trace game moves, websocket health, engine jobs, coach errors and entitlement checks; verify that authorization, rate limits, audit records, observability and graceful failure are verified without degrading an active game.",S38
FR-179,Functional,"Platform, Data & Operations",Backup and recovery,"Back up accounts, games, studies and content with tested restoration targets.",P0,Operations,"Given an eligible user and valid starting state, when the ""Backup and recovery"" workflow is exercised, ChessLab shall back up accounts, games, studies and content with tested restoration targets; verify that authorization, rate limits, audit records, observability and graceful failure are verified without degrading an active game.",S38
FR-180,Functional,"Platform, Data & Operations",Data export and deletion,"Support privacy access, portability, retention and deletion workflows.",P0,Privacy,"Given an eligible user and valid starting state, when the ""Data export and deletion"" workflow is exercised, ChessLab shall support privacy access, portability, retention and deletion workflows; verify that authorization, rate limits, audit records, observability and graceful failure are verified without degrading an active game; private or revoked content is never exposed and the exported representation round-trips supported data.",S29
NFR-001,Non-functional,Availability,Availability,Core human play APIs target 99.95% monthly availability; learning and community surfaces degrade independently.,P0,Cross-cutting,"Measured in pre-production and production with named owner, dashboard, alert threshold and release gate.","S01,S02,S30,S31,S37"
NFR-002,Non-functional,Move latency,Move latency,Within-region accepted moves should reach both players at p95 under 250 ms excluding client network delay.,P0,Cross-cutting,"Measured in pre-production and production with named owner, dashboard, alert threshold and release gate.","S01,S02,S30,S31,S37"
NFR-003,Non-functional,Clock authority,Clock authority,"Server clocks are authoritative and resilient to client pause, backgrounding and reconnect.",P0,Cross-cutting,"Measured in pre-production and production with named owner, dashboard, alert threshold and release gate.","S01,S02,S30,S31,S37"
NFR-004,Non-functional,Analysis latency,Analysis latency,"Standard post-game review returns initial highlights within 10 seconds at p95, then streams deeper results.",P0,Cross-cutting,"Measured in pre-production and production with named owner, dashboard, alert threshold and release gate.","S01,S02,S30,S31,S37"
NFR-005,Non-functional,Engine isolation,Engine isolation,"Engine workers run with CPU, memory, time, process and input limits and cannot access user secrets.",P0,Cross-cutting,"Measured in pre-production and production with named owner, dashboard, alert threshold and release gate.","S01,S02,S30,S31,S37"
NFR-006,Non-functional,Data integrity,Data integrity,Games and study branches use optimistic revisions or event ordering to reject stale overwrites.,P0,Cross-cutting,"Measured in pre-production and production with named owner, dashboard, alert threshold and release gate.","S01,S02,S30,S31,S37"
NFR-007,Non-functional,Durability,Durability,Committed games and studies target zero acknowledged-write loss within the declared recovery architecture.,P0,Cross-cutting,"Measured in pre-production and production with named owner, dashboard, alert threshold and release gate.","S01,S02,S30,S31,S37"
NFR-008,Non-functional,Recovery,Recovery,Target RPO is 5 minutes and RTO is 60 minutes for user content after a regional service loss.,P0,Cross-cutting,"Measured in pre-production and production with named owner, dashboard, alert threshold and release gate.","S01,S02,S30,S31,S37"
NFR-009,Non-functional,Accessibility,Accessibility,"Core play, review and learning meet WCAG 2.2 AA, including non-drag operation and meaningful board narration.",P0,Cross-cutting,"Measured in pre-production and production with named owner, dashboard, alert threshold and release gate.","S01,S02,S30,S31,S37"
NFR-010,Non-functional,Responsive layout,Responsive layout,Core flows work without horizontal document overflow from 320 px to 1920 px.,P0,Cross-cutting,"Measured in pre-production and production with named owner, dashboard, alert threshold and release gate.","S01,S02,S30,S31,S37"
NFR-011,Non-functional,Security,Security,"Follow OWASP ASVS-aligned controls for authentication, sessions, authorization, input validation and secrets.",P0,Cross-cutting,"Measured in pre-production and production with named owner, dashboard, alert threshold and release gate.","S01,S02,S30,S31,S37"
NFR-012,Non-functional,Privacy,Privacy,"Collect the minimum personal data and provide export, correction, deletion and retention controls.",P0,Cross-cutting,"Measured in pre-production and production with named owner, dashboard, alert threshold and release gate.","S01,S02,S30,S31,S37"
NFR-013,Non-functional,Child safety,Child safety,Age-appropriate social defaults and consent requirements vary by jurisdiction and are policy-configurable.,P0,Cross-cutting,"Measured in pre-production and production with named owner, dashboard, alert threshold and release gate.","S01,S02,S30,S31,S37"
NFR-014,Non-functional,Fair-play enforcement,Fair-play enforcement,Every analysis or coach request evaluates the game-context policy before engine or model access.,P0,Cross-cutting,"Measured in pre-production and production with named owner, dashboard, alert threshold and release gate.","S01,S02,S30,S31,S37"
NFR-015,Non-functional,Model grounding,Model grounding,"Coach claims about legality, material, threats and continuations require machine-verifiable evidence.",P0,Cross-cutting,"Measured in pre-production and production with named owner, dashboard, alert threshold and release gate.","S01,S02,S30,S31,S37"
NFR-016,Non-functional,Prompt safety,Prompt safety,Imported or community text is never concatenated into privileged system instructions without isolation.,P0,Cross-cutting,"Measured in pre-production and production with named owner, dashboard, alert threshold and release gate.","S01,S02,S30,S31,S37"
NFR-017,Non-functional,Observability,Observability,"Every move, analysis job, policy rejection and entitlement decision has traceable correlation IDs.",P0,Cross-cutting,"Measured in pre-production and production with named owner, dashboard, alert threshold and release gate.","S01,S02,S30,S31,S37"
NFR-018,Non-functional,Auditability,Auditability,"Sensitive admin actions are immutable, attributable, searchable and retained by policy.",P0,Cross-cutting,"Measured in pre-production and production with named owner, dashboard, alert threshold and release gate.","S01,S02,S30,S31,S37"
NFR-019,Non-functional,Localization,Localization,"Dates, clocks, notation, numbers, language and content language are independently configurable.",P1,Cross-cutting,"Measured in pre-production and production with named owner, dashboard, alert threshold and release gate.","S01,S02,S30,S31,S37"
NFR-020,Non-functional,Cross-device continuity,Cross-device continuity,"Saved games, preferences, progress and studies converge across signed-in web and mobile clients.",P1,Cross-cutting,"Measured in pre-production and production with named owner, dashboard, alert threshold and release gate.","S01,S02,S30,S31,S37"
NFR-021,Non-functional,Offline resilience,Offline resilience,"Draft notes can persist locally, while competitive moves require confirmed server acceptance.",P1,Cross-cutting,"Measured in pre-production and production with named owner, dashboard, alert threshold and release gate.","S01,S02,S30,S31,S37"
NFR-022,Non-functional,Search authorization,Search authorization,Search results are permission-filtered before ranking and never reveal private collection metadata.,P0,Cross-cutting,"Measured in pre-production and production with named owner, dashboard, alert threshold and release gate.","S01,S02,S30,S31,S37"
NFR-023,Non-functional,Payment correctness,Payment correctness,"Entitlement changes are idempotent, ledgered and reconciled against payment-provider events.",P0,Cross-cutting,"Measured in pre-production and production with named owner, dashboard, alert threshold and release gate.","S01,S02,S30,S31,S37"
NFR-024,Non-functional,Rate limiting,Rate limiting,"Apply actor, IP, route and cost-based limits with accessibility-safe recovery messages.",P0,Cross-cutting,"Measured in pre-production and production with named owner, dashboard, alert threshold and release gate.","S01,S02,S30,S31,S37"
NFR-025,Non-functional,Abuse resistance,Abuse resistance,"Challenge, message, invite, comment and API systems include spam and automation controls.",P0,Cross-cutting,"Measured in pre-production and production with named owner, dashboard, alert threshold and release gate.","S01,S02,S30,S31,S37"
NFR-026,Non-functional,Browser support,Browser support,"Support current and previous major versions of Chrome, Safari, Firefox and Edge for core flows.",P1,Cross-cutting,"Measured in pre-production and production with named owner, dashboard, alert threshold and release gate.","S01,S02,S30,S31,S37"
NFR-027,Non-functional,Mobile performance,Mobile performance,Interactive home and board surfaces target LCP under 2.5 seconds on a representative mid-range Android device.,P1,Cross-cutting,"Measured in pre-production and production with named owner, dashboard, alert threshold and release gate.","S01,S02,S30,S31,S37"
NFR-028,Non-functional,Bundle discipline,Bundle discipline,Do not ship native engine binaries or model weights to clients unless an explicit offline product requires them.,P1,Cross-cutting,"Measured in pre-production and production with named owner, dashboard, alert threshold and release gate.","S01,S02,S30,S31,S37"
NFR-029,Non-functional,Content provenance,Content provenance,"Lessons, puzzles, master games and generated explanations retain source, rights and version metadata.",P0,Cross-cutting,"Measured in pre-production and production with named owner, dashboard, alert threshold and release gate.","S01,S02,S30,S31,S37"
NFR-030,Non-functional,Experiment safety,Experiment safety,"Experiments cannot alter rating, fair-play enforcement, billing or child-safety outcomes without dedicated review.",P0,Cross-cutting,"Measured in pre-production and production with named owner, dashboard, alert threshold and release gate.","S01,S02,S30,S31,S37"
NFR-031,Non-functional,Deletion safety,Deletion safety,"Destructive actions require clear scope, confirmation and recoverability where policy permits.",P0,Cross-cutting,"Measured in pre-production and production with named owner, dashboard, alert threshold and release gate.","S01,S02,S30,S31,S37"
NFR-032,Non-functional,Graceful degradation,Graceful degradation,"Failure of coach, analytics, chat or content services must not terminate an active legal game.",P0,Cross-cutting,"Measured in pre-production and production with named owner, dashboard, alert threshold and release gate.","S01,S02,S30,S31,S37"
NFR-033,Non-functional,Cost controls,Cost controls,"Engine and model workloads expose quotas, queue depth, timeouts, cancellation and per-feature cost telemetry.",P0,Cross-cutting,"Measured in pre-production and production with named owner, dashboard, alert threshold and release gate.","S01,S02,S30,S31,S37"
NFR-034,Non-functional,Version compatibility,Version compatibility,Clients negotiate API and study schema versions and preserve unknown fields during round trips.,P1,Cross-cutting,"Measured in pre-production and production with named owner, dashboard, alert threshold and release gate.","S01,S02,S30,S31,S37"
NFR-035,Non-functional,Legal clean room,Legal clean room,"No Chess.com logos, proprietary assets, copied interaction text, move glyphs, sounds or confidential implementation are used.",P0,Cross-cutting,"Measured in pre-production and production with named owner, dashboard, alert threshold and release gate.","S01,S02,S30,S31,S37"
